"","zipcode","Population"
"26546","76653",1279
"26547","76654",139
"26548","76655",8312
"26549","76656",2446
"26550","76657",10108
"26551","76660",561
"26552","76661",7755
"26553","76664",3688
"26554","76665",2417
"26555","76666",268
"26556","76667",11098
"26557","76670",1517
"26558","76671",1621
"26559","76673",1706
"26560","76676",281
"26561","76678",260
"26562","76679",1435
"26563","76680",279
"26564","76681",801
"26565","76682",2846
"26566","76685",40
"26567","76686",195
"26568","76687",1879
"26569","76689",3565
"26570","76690",1101
"26571","76691",6333
"26572","76692",10252
"26573","76693",1492
"26574","76701",1895
"26575","76704",7956
"26576","76705",31734
"26577","76706",39221
"26578","76707",15688
"26579","76708",27964
"26580","76710",24837
"26581","76711",9988
"26582","76712",25525
"26583","76798",1591
"26584","76801",25011
"26585","76802",5251
"26586","76820",88
"26587","76821",4561
"26588","76823",3024
"26589","76824",9
"26590","76825",6908
"26591","76827",418
"26592","76828",240
"26593","76831",0
"26594","76832",728
"26595","76834",5310
"26596","76836",0
"26597","76837",2440
"26598","76841",19
"26599","76842",242
"26600","76844",3534
"26601","76845",288
"26602","76848",48
"26603","76849",3785
"26604","76852",268
"26605","76853",1456
"26606","76854",220
"26607","76856",3735
"26608","76857",1761
"26609","76858",292
"26610","76859",2015
"26611","76861",1945
"26612","76862",207
"26613","76864",821
"26614","76865",151
"26615","76866",537
"26616","76869",64
"26617","76870",270
"26618","76871",657
"26619","76872",770
"26620","76873",60
"26621","76874",0
"26622","76875",525
"26623","76877",4371
"26624","76878",1688
"26625","76882",214
"26626","76884",115
"26627","76885",216
"26628","76887",82
"26629","76888",151
"26630","76890",982
"26631","76901",31667
"26632","76903",31248
"26633","76904",36178
"26634","76905",12206
"26635","76908",2554
"26636","76930",107
"26637","76932",3819
"26638","76933",1209
"26639","76934",1084
"26640","76935",1791
"26641","76936",2983
"26642","76937",15
"26643","76939",0
"26644","76940",113
"26645","76941",1455
"26646","76943",3420
"26647","76945",1798
"26648","76949",12
"26649","76950",3867
"26650","76951",1231
"26651","76953",101
"26652","76955",192
"26653","76957",134
"26654","76958",183
"26655","77002",15613
"26656","77003",9707
"26657","77004",37294
"26658","77005",28572
"26659","77006",22580
"26660","77007",40080
"26661","77008",34895
"26662","77009",36147
"26663","77010",890
"26664","77011",17447
"26665","77012",19597
"26666","77013",19198
"26667","77014",37488
"26668","77015",56477
"26669","77016",30741
"26670","77017",32985
"26671","77018",28229
"26672","77019",22057
"26673","77020",26357
"26674","77021",26214
"26675","77022",27924
"26676","77023",29138
"26677","77024",38190
"26678","77025",28540
"26679","77026",21300
"26680","77027",18323
"26681","77028",17425
"26682","77029",17781
"26683","77030",11229
"26684","77031",18058
"26685","77032",14535
"26686","77033",30558
"26687","77034",40635
"26688","77035",36931
"26689","77036",74472
"26690","77037",18966
"26691","77038",31912
"26692","77039",28877
"26693","77040",47823
"26694","77041",33941
"26695","77042",41734
"26696","77043",24803
"26697","77044",48783
"26698","77045",36532
"26699","77046",1207
"26700","77047",32616
"26701","77048",18383
"26702","77049",36434
"26703","77050",4741
"26704","77051",17221
"26705","77053",31650
"26706","77054",23267
"26707","77055",44671
"26708","77056",22056
"26709","77057",41690
"26710","77058",16120
"26711","77059",17254
"26712","77060",45642
"26713","77061",26253
"26714","77062",26477
"26715","77063",39249
"26716","77064",48637
"26717","77065",37793
"26718","77066",35676
"26719","77067",35227
"26720","77068",11011
"26721","77069",19345
"26722","77070",53057
"26723","77071",28888
"26724","77072",61122
"26725","77073",39939
"26726","77074",40978
"26727","77075",44517
"26728","77076",36009
"26729","77077",59588
"26730","77078",15663
"26731","77079",34122
"26732","77080",45586
"26733","77081",53031
"26734","77082",55056
"26735","77083",78298
"26736","77084",107673
"26737","77085",17991
"26738","77086",28636
"26739","77087",37886
"26740","77088",55734
"26741","77089",54751
"26742","77090",40761
"26743","77091",27750
"26744","77092",38458
"26745","77093",47135
"26746","77094",10271
"26747","77095",70692
"26748","77096",32682
"26749","77098",13818
"26750","77099",52294
"26751","77201",0
"26752","77301",34169
"26753","77302",18658
"26754","77303",20655
"26755","77304",33364
"26756","77306",13569
"26757","77316",26119
"26758","77318",16303
"26759","77320",36122
"26760","77326",37
"26761","77327",23274
"26762","77328",14438
"26763","77331",7971
"26764","77334",358
"26765","77335",2972
"26766","77336",13156
"26767","77338",43558
"26768","77339",40133
"26769","77340",31352
"26770","77342",0
"26771","77345",27993
"26772","77346",66805
"26773","77350",135
"26774","77351",34366
"26775","77354",37058
"26776","77355",29281
"26777","77356",26987
"26778","77357",27721
"26779","77358",5565
"26780","77359",425
"26781","77360",5115
"26782","77362",6435
"26783","77363",2853
"26784","77364",1828
"26785","77365",36755
"26786","77367",80
"26787","77368",223
"26788","77369",555
"26789","77371",8036
"26790","77372",14116
"26791","77373",61501
"26792","77374",536
"26793","77375",55759
"26794","77376",569
"26795","77377",38469
"26796","77378",17616
"26797","77379",81368
"26798","77380",25761
"26799","77381",36160
"26800","77382",41581
"26801","77384",19467
"26802","77385",25160
"26803","77386",57421
"26804","77388",50701
"26805","77389",38222
"26806","77396",58396
"26807","77401",19372
"26808","77406",49261
"26809","77407",60000
"26810","77412",44
"26811","77414",23982
"26812","77415",88
"26813","77417",2550
"26814","77418",10537
"26815","77419",1253
"26816","77420",2695
"26817","77422",13194
"26818","77423",12377
"26819","77426",2524
"26820","77428",0
"26821","77429",88628
"26822","77430",2078
"26823","77432",47
"26824","77433",90657
"26825","77434",4740
"26826","77435",4031
"26827","77436",54
"26828","77437",16913
"26829","77440",27
"26830","77441",12559
"26831","77442",996
"26832","77443",300
"26833","77444",534
"26834","77445",14200
"26835","77446",6520
"26836","77447",16246
"26837","77448",131
"26838","77449",128294
"26839","77450",73692
"26840","77451",53
"26841","77453",393
"26842","77454",0
"26843","77455",2194
"26844","77456",1384
"26845","77457",488
"26846","77458",210
"26847","77459",72788
"26848","77460",39
"26849","77461",11447
"26850","77464",99
"26851","77465",7151
"26852","77466",511
"26853","77467",17
"26854","77468",39
"26855","77469",53992
"26856","77470",374
"26857","77471",41212
"26858","77473",77
"26859","77474",12487
"26860","77475",790
"26861","77476",204
"26862","77477",35830
"26863","77478",25721
"26864","77479",93848
"26865","77480",8055
"26866","77481",35
"26867","77482",1779
"26868","77483",309
"26869","77484",10875
"26870","77485",4627
"26871","77486",7491
"26872","77488",14525
"26873","77489",38242
"26874","77493",36334
"26875","77494",118291
"26876","77498",51293
"26877","77502",38199
"26878","77503",24808
"26879","77504",24954
"26880","77505",24223
"26881","77506",38765
"26882","77507",312
"26883","77510",14485
"26884","77511",47556
"26885","77514",5127
"26886","77515",32469
"26887","77517",5677
"26888","77518",10856
"26889","77519",1066
"26890","77520",35350
"26891","77521",60164
"26892","77523",23501
"26893","77530",33437
"26894","77531",16228
"26895","77532",29963
"26896","77533",938
"26897","77534",2256
"26898","77535",34537
"26899","77536",32146
"26900","77538",1042
"26901","77539",46032
"26902","77541",18609
"26903","77545",25226
"26904","77546",53623
"26905","77547",9925
"26906","77550",21863
"26907","77551",21929
"26908","77554",8556
"26909","77560",337
"26910","77561",103
"26911","77562",10680
"26912","77563",11027
"26913","77564",1888
"26914","77565",8650
"26915","77566",29436
"26916","77568",15680
"26917","77571",37427
"26918","77573",88131
"26919","77575",16884
"26920","77577",1481
"26921","77578",22527
"26922","77580",1099
"26923","77581",48438
"26924","77583",40514
"26925","77584",90372
"26926","77585",986
"26927","77586",22548
"26928","77587",16928
"26929","77590",31604
"26930","77591",14936
"26931","77597",986
"26932","77598",26460
"26933","77611",8578
"26934","77612",9408
"26935","77613",1097
"26936","77614",265
"26937","77615",1084
"26938","77616",511
"26939","77617",66
"26940","77619",15662
"26941","77622",1439
"26942","77623",648
"26943","77624",609
"26944","77625",9761
"26945","77627",21698
"26946","77629",786
"26947","77630",28925
"26948","77632",22903
"26949","77640",15706
"26950","77642",39202
"26951","77650",1835
"26952","77651",12782
"26953","77655",213
"26954","77656",16524
"26955","77657",21345
"26956","77659",5326
"26957","77660",1057
"26958","77661",671
"26959","77662",26277
"26960","77663",1014
"26961","77664",2939
"26962","77665",6152
"26963","77701",13480
"26964","77702",3225
"26965","77703",13823
"26966","77705",39236
"26967","77706",29474
"26968","77707",18335
"26969","77708",12536
"26970","77713",14238
"26971","77801",15068
"26972","77802",25621
"26973","77803",32946
"26974","77807",11564
"26975","77808",12013
"26976","77830",3101
"26977","77831",3179
"26978","77833",29345
"26979","77835",2330
"26980","77836",12077
"26981","77837",1922
"26982","77840",59371
"26983","77845",66649
"26984","77853",1059
"26985","77855",224
"26986","77856",5246
"26987","77857",792
"26988","77859",6750
"26989","77861",2203
"26990","77864",7562
"26991","77865",2440
"26992","77867",106
"26993","77868",17142
"26994","77871",2738
"26995","77872",1879
"26996","77873",1200
"26997","77876",123
"26998","77878",317
"26999","77879",5621
"27000","77880",1438
"27001","77901",43052
"27002","77904",28202
"27003","77905",14834
"27004","77950",170
"27005","77951",1809
"27006","77954",11478
"27007","77957",8735
"27008","77960",65
"27009","77961",178
"27010","77962",3654
"27011","77963",5855
"27012","77964",8395
"27013","77968",3214
"27014","77969",246
"27015","77970",429
"27016","77971",792
"27017","77973",27
"27018","77974",314
"27019","77975",1609
"27020","77976",96
"27021","77977",544
"27022","77978",696
"27023","77979",17916
"27024","77982",884
"27025","77983",2045
"27026","77984",3972
"27027","77987",206
"27028","77988",559
"27029","77990",811
"27030","77991",397
"27031","77993",95
"27032","77994",354
"27033","77995",10724
"27034","78001",0
"27035","78002",6833
"27036","78003",9743
"27037","78004",1118
"27038","78005",870
"27039","78006",36056
"27040","78007",169
"27041","78008",461
"27042","78009",8466
"27043","78010",3493
"27044","78011",1688
"27045","78012",267
"27046","78013",7312
"27047","78014",5999
"27048","78015",15811
"27049","78016",11632
"27050","78017",6074
"27051","78019",1253
"27052","78021",273
"27053","78022",4033
"27054","78023",31357
"27055","78024",1370
"27056","78025",4918
"27057","78026",6452
"27058","78027",381
"27059","78028",39944
"27060","78029",0
"27061","78039",1924
"27062","78040",40939
"27063","78041",47753
"27064","78043",45532
"27065","78044",519
"27066","78045",66685
"27067","78046",70989
"27068","78050",584
"27069","78052",6769
"27070","78055",1867
"27071","78056",2138
"27072","78057",378
"27073","78058",976
"27074","78059",5545
"27075","78060",0
"27076","78061",12858
"27077","78063",9484
"27078","78064",16186
"27079","78065",11130
"27080","78066",521
"27081","78067",772
"27082","78069",6115
"27083","78070",15457
"27084","78071",4372
"27085","78072",582
"27086","78073",8580
"27087","78075",248
"27088","78076",13029
"27089","78101",6465
"27090","78102",28323
"27091","78104",136
"27092","78107",269
"27093","78108",39999
"27094","78109",39769
"27095","78112",8617
"27096","78113",3558
"27097","78114",24009
"27098","78116",313
"27099","78117",401
"27100","78118",4264
"27101","78119",7160
"27102","78121",13276
"27103","78122",274
"27104","78123",2177
"27105","78124",6913
"27106","78125",45
"27107","78130",77400
"27108","78132",30987
"27109","78133",18483
"27110","78140",3486
"27111","78141",524
"27112","78142",166
"27113","78143",226
"27114","78144",29
"27115","78145",116
"27116","78146",637
"27117","78147",2035
"27118","78148",22364
"27119","78150",37
"27120","78151",1662
"27121","78152",2171
"27122","78154",41272
"27123","78155",48909
"27124","78159",1196
"27125","78160",4918
"27126","78161",651
"27127","78162",301
"27128","78163",12874
"27129","78164",3706
"27130","78201",48334
"27131","78202",11453
"27132","78203",6180
"27133","78204",12231
"27134","78205",1441
"27135","78207",55484
"27136","78208",4913
"27137","78209",42653
"27138","78210",37683
"27139","78211",32769
"27140","78212",28865
"27141","78213",44813
"27142","78214",27558
"27143","78215",2915
"27144","78216",43554
"27145","78217",34159
"27146","78218",37281
"27147","78219",17239
"27148","78220",16700
"27149","78221",41185
"27150","78222",25227
"27151","78223",56055
"27152","78224",22851
"27153","78225",14472
"27154","78226",7906
"27155","78227",51394
"27156","78228",62359
"27157","78229",34125
"27158","78230",45021
"27159","78231",9001
"27160","78232",39072
"27161","78233",50103
"27162","78234",4965
"27163","78235",1476
"27164","78236",6896
"27165","78237",39105
"27166","78238",25660
"27167","78239",27431
"27168","78240",60927
"27169","78242",34893
"27170","78243",408
"27171","78244",30981
"27172","78245",76518
"27173","78247",53892
"27174","78248",14345
"27175","78249",61639
"27176","78250",61669
"27177","78251",62186
"27178","78252",12009
"27179","78253",43770
"27180","78254",59107
"27181","78255",14825
"27182","78256",11238
"27183","78257",7538
"27184","78258",44747
"27185","78259",26338
"27186","78260",26301
"27187","78261",16749
"27188","78263",4440
"27189","78264",10623
"27190","78266",6913
"27191","78330",934
"27192","78332",28941
"27193","78335",0
"27194","78336",11214
"27195","78338",18
"27196","78339",317
"27197","78340",356
"27198","78341",1844
"27199","78342",330
"27200","78343",4526
"27201","78344",436
"27202","78349",617
"27203","78351",421
"27204","78352",485
"27205","78353",241
"27206","78355",7168
"27207","78357",2886
"27208","78358",653
"27209","78359",1977
"27210","78361",5320
"27211","78362",10218
"27212","78363",29544
"27213","78368",9460
"27214","78369",416
"27215","78370",4952
"27216","78371",153
"27217","78372",5971
"27218","78373",4393
"27219","78374",18369
"27220","78375",2951
"27221","78376",544
"27222","78377",3745
"27223","78379",1413
"27224","78380",24300
"27225","78382",21123
"27226","78383",4296
"27227","78384",5739
"27228","78385",525
"27229","78387",9660
"27230","78389",1874
"27231","78390",5059
"27232","78391",283
"27233","78393",2161
"27234","78401",5265
"27235","78402",236
"27236","78404",17761
"27237","78405",15059
"27238","78406",2027
"27239","78407",2704
"27240","78408",11583
"27241","78409",2725
"27242","78410",28396
"27243","78411",25987
"27244","78412",41977
"27245","78413",40644
"27246","78414",40657
"27247","78415",40377
"27248","78416",15973
"27249","78417",4095
"27250","78418",30312
"27251","78419",778
"27252","78501",63066
"27253","78503",21644
"27254","78504",57410
"27255","78516",34990
"27256","78520",62490
"27257","78521",90687
"27258","78526",48995
"27259","78535",601
"27260","78536",363
"27261","78537",48072
"27262","78538",11137
"27263","78539",37380
"27264","78541",44860
"27265","78542",77336
"27266","78543",8689
"27267","78545",402
"27268","78548",627
"27269","78549",1010
"27270","78550",52644
"27271","78552",37948
"27272","78557",13970
"27273","78558",1021
"27274","78559",13255
"27275","78560",4847
"27276","78561",669
"27277","78562",4341
"27278","78563",269
"27279","78564",202
"27280","78565",84
"27281","78566",17398
"27282","78567",443
"27283","78569",4101
"27284","78570",33949
"27285","78572",80601
"27286","78573",38826
"27287","78574",62616
"27288","78575",12215
"27289","78576",10600
"27290","78577",78103
"27291","78578",11772
"27292","78579",5836
"27293","78580",14839
"27294","78582",43074
"27295","78583",7137
"27296","78584",19175
"27297","78585",356
"27298","78586",56692
"27299","78588",133
"27300","78589",41291
"27301","78590",354
"27302","78591",249
"27303","78592",676
"27304","78593",5895
"27305","78594",1555
"27306","78595",5959
"27307","78596",67269
"27308","78597",2818
"27309","78598",87
"27310","78602",29795
"27311","78605",6275
"27312","78606",5547
"27313","78607",170
"27314","78608",470
"27315","78609",1991
"27316","78610",38525
"27317","78611",12921
"27318","78612",13802
"27319","78613",81943
"27320","78614",599
"27321","78615",971
"27322","78616",8918
"27323","78617",28930
"27324","78618",338
"27325","78619",4505
"27326","78620",17590
"27327","78621",23936
"27328","78622",237
"27329","78623",1113
"27330","78624",22444
"27331","78626",36556
"27332","78628",35601
"27333","78629",12393
"27334","78631",2964
"27335","78632",1003
"27336","78633",25853
"27337","78634",34447
"27338","78635",564
"27339","78636",3555
"27340","78638",2133
"27341","78639",8792
"27342","78640",58790
"27343","78641",72078
"27344","78642",12363
"27345","78643",6298
"27346","78644",18390
"27347","78645",11579
"27348","78648",8148
"27349","78650",1632
"27350","78652",5374
"27351","78653",24313
"27352","78654",18250
"27353","78655",2845
"27354","78656",2416
"27355","78657",6277
"27356","78659",2616
"27357","78660",91300
"27358","78661",329
"27359","78662",2201
"27360","78663",873
"27361","78664",64686
"27362","78665",49074
"27363","78666",82923
"27364","78669",12901
"27365","78670",112
"27366","78671",706
"27367","78672",1283
"27368","78675",314
"27369","78676",13124
"27370","78677",39
"27371","78681",58155
"27372","78701",10848
"27373","78702",23671
"27374","78703",20407
"27375","78704",48746
"27376","78705",34549
"27377","78712",880
"27378","78717",30657
"27379","78719",1709
"27380","78721",12110
"27381","78722",7180
"27382","78723",35725
"27383","78724",25723
"27384","78725",8469
"27385","78726",14040
"27386","78727",30561
"27387","78728",21125
"27388","78729",28644
"27389","78730",9803
"27390","78731",27298
"27391","78732",17780
"27392","78733",8927
"27393","78734",19452
"27394","78735",18122
"27395","78736",10163
"27396","78737",17173
"27397","78738",15986
"27398","78739",21040
"27399","78741",52114
"27400","78742",887
"27401","78744",50123
"27402","78745",61907
"27403","78746",28608
"27404","78747",21021
"27405","78748",51653
"27406","78749",38041
"27407","78750",31734
"27408","78751",16197
"27409","78752",20881
"27410","78753",60426
"27411","78754",26433
"27412","78756",8694
"27413","78757",25706
"27414","78758",48993
"27415","78759",43298
"27416","78801",22518
"27417","78802",21
"27418","78827",1173
"27419","78828",117
"27420","78829",1448
"27421","78830",966
"27422","78832",3659
"27423","78833",1463
"27424","78834",8059
"27425","78836",228
"27426","78837",230
"27427","78838",202
"27428","78839",8995
"27429","78840",47937
"27430","78843",689
"27431","78850",1109
"27432","78851",37
"27433","78852",57159
"27434","78860",21
"27435","78861",13663
"27436","78870",1099
"27437","78871",13
"27438","78872",1608
"27439","78873",2053
"27440","78877",724
"27441","78879",89
"27442","78880",1626
"27443","78881",2184
"27444","78883",395
"27445","78884",1134
"27446","78885",115
"27447","78886",469
"27448","78931",368
"27449","78932",565
"27450","78933",1308
"27451","78934",6816
"27452","78935",1234
"27453","78938",303
"27454","78940",2521
"27455","78941",2709
"27456","78942",9033
"27457","78943",311
"27458","78944",524
"27459","78945",10767
"27460","78946",1270
"27461","78947",4634
"27462","78948",636
"27463","78949",590
"27464","78950",1810
"27465","78951",0
"27466","78953",701
"27467","78954",1110
"27468","78956",5685
"27469","78957",9699
"27470","78959",2097
"27471","78962",5138
"27472","78963",1202
"27473","79001",178
"27474","79003",185
"27475","79005",1714
"27476","79007",14290
"27477","79009",1754
"27478","79010",910
"27479","79011",206
"27480","79012",1427
"27481","79013",3618
"27482","79014",3964
"27483","79015",21925
"27484","79016",147
"27485","79018",307
"27486","79019",1871
"27487","79021",183
"27488","79022",11400
"27489","79024",380
"27490","79025",20
"27491","79027",4794
"27492","79029",15584
"27493","79031",1377
"27494","79032",98
"27495","79033",47
"27496","79034",535
"27497","79035",5307
"27498","79036",5184
"27499","79039",965
"27500","79040",1962
"27501","79041",2754
"27502","79042",1200
"27503","79043",1514
"27504","79044",646
"27505","79045",18847
"27506","79046",712
"27507","79051",0
"27508","79052",1318
"27509","79053",97
"27510","79054",676
"27511","79056",56
"27512","79057",1254
"27513","79058",0
"27514","79059",671
"27515","79061",375
"27516","79062",180
"27517","79063",768
"27518","79064",2495
"27519","79065",20606
"27520","79068",3489
"27521","79070",9851
"27522","79072",26629
"27523","79078",217
"27524","79079",2617
"27525","79080",461
"27526","79081",3918
"27527","79082",218
"27528","79083",1923
"27529","79084",2123
"27530","79085",18
"27531","79086",2228
"27532","79087",629
"27533","79088",5394
"27534","79091",77
"27535","79092",1148
"27536","79093",102
"27537","79094",14
"27538","79095",2657
"27539","79096",2071
"27540","79097",863
"27541","79098",484
"27542","79101",1851
"27543","79102",9878
"27544","79103",10869
"27545","79104",7019
"27546","79105",0
"27547","79106",27268
"27548","79107",34935
"27549","79108",16112
"27550","79109",44600
"27551","79110",19158
"27552","79111",2108
"27553","79118",23381
"27554","79119",17524
"27555","79121",6002
"27556","79124",8800
"27557","79201",7288
"27558","79220",208
"27559","79225",1069
"27560","79226",2861
"27561","79227",1302
"27562","79229",411
"27563","79230",179
"27564","79231",117
"27565","79233",145
"27566","79234",26
"27567","79235",3298
"27568","79236",218
"27569","79237",417
"27570","79239",181
"27571","79240",81
"27572","79241",2270
"27573","79243",53
"27574","79244",870
"27575","79245",2346
"27576","79247",64
"27577","79248",1621
"27578","79250",1401
"27579","79251",13
"27580","79252",2954
"27581","79255",664
"27582","79256",290
"27583","79257",822
"27584","79258",49
"27585","79259",35
"27586","79261",370
"27587","79311",3415
"27588","79312",978
"27589","79313",1528
"27590","79314",40
"27591","79316",11310
"27592","79322",2022
"27593","79323",7252
"27594","79324",42
"27595","79325",2184
"27596","79326",59
"27597","79329",3112
"27598","79330",139
"27599","79331",12426
"27600","79336",17270
"27601","79339",6617
"27602","79342",516
"27603","79343",1700
"27604","79344",161
"27605","79345",990
"27606","79346",2225
"27607","79347",7202
"27608","79350",401
"27609","79351",1414
"27610","79353",10
"27611","79355",1877
"27612","79356",5893
"27613","79357",2123
"27614","79358",1109
"27615","79359",3025
"27616","79360",16666
"27617","79363",5678
"27618","79364",7630
"27619","79366",1056
"27620","79367",777
"27621","79369",93
"27622","79370",1594
"27623","79371",1399
"27624","79372",1229
"27625","79373",2924
"27626","79376",14
"27627","79377",269
"27628","79378",196
"27629","79379",622
"27630","79380",80
"27631","79381",1548
"27632","79382",8149
"27633","79401",7912
"27634","79403",17926
"27635","79404",10094
"27636","79406",7017
"27637","79407",22807
"27638","79410",10166
"27639","79411",7012
"27640","79412",16554
"27641","79413",21821
"27642","79414",18731
"27643","79415",17939
"27644","79416",34124
"27645","79423",40303
"27646","79424",46933
"27647","79501",2659
"27648","79502",1305
"27649","79503",85
"27650","79504",3366
"27651","79505",244
"27652","79506",626
"27653","79508",1470
"27654","79510",7573
"27655","79511",1183
"27656","79512",7456
"27657","79517",164
"27658","79518",48
"27659","79519",41
"27660","79520",2121
"27661","79521",3611
"27662","79525",2498
"27663","79526",837
"27664","79527",263
"27665","79528",587
"27666","79529",1480
"27667","79530",538
"27668","79532",826
"27669","79533",385
"27670","79534",125
"27671","79535",179
"27672","79536",5258
"27673","79537",35
"27674","79538",325
"27675","79539",223
"27676","79540",121
"27677","79541",973
"27678","79543",1298
"27679","79544",676
"27680","79545",1774
"27681","79546",1794
"27682","79547",642
"27683","79548",203
"27684","79549",15943
"27685","79553",3270
"27686","79556",12833
"27687","79560",172
"27688","79561",615
"27689","79562",3371
"27690","79563",1074
"27691","79565",292
"27692","79566",247
"27693","79567",3432
"27694","79601",27507
"27695","79602",24876
"27696","79603",23454
"27697","79605",29732
"27698","79606",25053
"27699","79607",3308
"27700","79699",115
"27701","79701",32219
"27702","79703",23834
"27703","79705",41933
"27704","79706",25657
"27705","79707",39921
"27706","79713",493
"27707","79714",18036
"27708","79718",1169
"27709","79719",589
"27710","79720",35025
"27711","79730",157
"27712","79731",4772
"27713","79733",169
"27714","79734",2145
"27715","79735",13915
"27716","79738",234
"27717","79739",1322
"27718","79741",222
"27719","79742",526
"27720","79743",328
"27721","79744",1255
"27722","79745",6984
"27723","79748",298
"27724","79749",366
"27725","79752",2467
"27726","79754",98
"27727","79755",124
"27728","79756",9565
"27729","79758",2403
"27730","79759",0
"27731","79761",33602
"27732","79762",43812
"27733","79763",38833
"27734","79764",22172
"27735","79765",16486
"27736","79766",7694
"27737","79770",0
"27738","79772",14029
"27739","79777",293
"27740","79778",1056
"27741","79780",173
"27742","79781",263
"27743","79782",4497
"27744","79783",321
"27745","79785",121
"27746","79788",685
"27747","79789",824
"27748","79821",7136
"27749","79830",7860
"27750","79831",4
"27751","79834",233
"27752","79835",11184
"27753","79836",5891
"27754","79837",322
"27755","79838",6171
"27756","79839",2141
"27757","79842",425
"27758","79843",2456
"27759","79845",4384
"27760","79846",121
"27761","79847",153
"27762","79848",823
"27763","79849",12157
"27764","79851",1576
"27765","79852",709
"27766","79853",2621
"27767","79854",90
"27768","79855",2108
"27769","79901",9590
"27770","79902",20496
"27771","79903",15995
"27772","79904",33428
"27773","79905",21599
"27774","79906",5295
"27775","79907",53174
"27776","79908",6422
"27777","79911",5794
"27778","79912",78267
"27779","79915",36412
"27780","79916",2979
"27781","79920",8
"27782","79922",7932
"27783","79924",59648
"27784","79925",39616
"27785","79927",40747
"27786","79928",57219
"27787","79930",28277
"27788","79932",28243
"27789","79934",26445
"27790","79935",17850
"27791","79936",111620
"27792","79938",84237
"27793","79942",30
"27794","80002",18877
"27795","80003",36480
"27796","80004",36595
"27797","80005",28737
"27798","80007",13783
"27799","80010",42807
"27800","80011",52172
"27801","80012",52588
"27802","80013",74105
"27803","80014",39333
"27804","80015",69487
"27805","80016",56841
"27806","80017",37668
"27807","80018",13397
"27808","80019",2771
"27809","80020",50491
"27810","80021",34097
"27811","80022",51863
"27812","80023",22659
"27813","80024",216
"27814","80025",293
"27815","80026",30714
"27816","80027",34030
"27817","80030",15861
"27818","80031",35741
"27819","80033",25755
"27820","80045",901
"27821","80101",495
"27822","80102",5692
"27823","80103",2949
"27824","80104",31522
"27825","80105",1198
"27826","80106",5847
"27827","80107",13474
"27828","80108",27719
"27829","80109",23665
"27830","80110",22756
"27831","80111",33256
"27832","80112",34092
"27833","80113",23336
"27834","80116",4370
"27835","80117",2794
"27836","80118",6476
"27837","80120",31891
"27838","80121",19217
"27839","80122",33117
"27840","80123",47821
"27841","80124",21273
"27842","80125",10548
"27843","80126",43356
"27844","80127",45304
"27845","80128",36435
"27846","80129",31302
"27847","80130",28992
"27848","80131",378
"27849","80132",21286
"27850","80133",2539
"27851","80134",69163
"27852","80135",4038
"27853","80136",5469
"27854","80137",1914
"27855","80138",33571
"27856","80202",15287
"27857","80203",21392
"27858","80204",34030
"27859","80205",35054
"27860","80206",25066
"27861","80207",26706
"27862","80209",25367
"27863","80210",37087
"27864","80211",35627
"27865","80212",19552
"27866","80214",26711
"27867","80215",19487
"27868","80216",13662
"27869","80218",19385
"27870","80219",70638
"27871","80220",36483
"27872","80221",42103
"27873","80222",23287
"27874","80223",19972
"27875","80224",18941
"27876","80226",33597
"27877","80227",34878
"27878","80228",34111
"27879","80229",55532
"27880","80230",9545
"27881","80231",36861
"27882","80232",22705
"27883","80233",49875
"27884","80234",28133
"27885","80235",8804
"27886","80236",19230
"27887","80237",21890
"27888","80238",21632
"27889","80239",47829
"27890","80241",33638
"27891","80246",13433
"27892","80247",29264
"27893","80249",32537
"27894","80260",34837
"27895","80264",0
"27896","80290",0
"27897","80293",0
"27898","80294",0
"27899","80301",25581
"27900","80302",29154
"27901","80303",25081
"27902","80304",26360
"27903","80305",17126
"27904","80310",7305
"27905","80401",42665
"27906","80403",20499
"27907","80419",0
"27908","80420",802
"27909","80421",9740
"27910","80422",4744
"27911","80423",251
"27912","80424",10169
"27913","80425",157
"27914","80426",38
"27915","80427",720
"27916","80428",670
"27917","80432",187
"27918","80433",8706
"27919","80434",42
"27920","80435",7665
"27921","80436",605
"27922","80438",488
"27923","80439",24959
"27924","80440",2537
"27925","80442",2229
"27926","80443",4483
"27927","80444",1151
"27928","80446",4257
"27929","80447",2328
"27930","80448",0
"27931","80449",816
"27932","80451",1031
"27933","80452",3158
"27934","80453",104
"27935","80454",1361
"27936","80455",391
"27937","80456",640
"27938","80457",192
"27939","80459",2801
"27940","80461",7578
"27941","80463",158
"27942","80465",16192
"27943","80466",3557
"27944","80467",2186
"27945","80468",397
"27946","80469",380
"27947","80470",3531
"27948","80471",0
"27949","80473",6
"27950","80475",0
"27951","80476",169
"27952","80477",78
"27953","80478",1329
"27954","80479",4
"27955","80480",1213
"27956","80481",426
"27957","80482",831
"27958","80483",719
"27959","80487",17971
"27960","80488",311
"27961","80497",333
"27962","80498",7999
"27963","80501",42077
"27964","80503",35453
"27965","80504",55479
"27966","80510",288
"27967","80511",154
"27968","80512",1583
"27969","80513",12924
"27970","80514",5488
"27971","80515",957
"27972","80516",28254
"27973","80517",10452
"27974","80520",1636
"27975","80521",36729
"27976","80524",36497
"27977","80525",56425
"27978","80526",46271
"27979","80528",22641
"27980","80530",4718
"27981","80532",120
"27982","80534",17118
"27983","80535",2596
"27984","80536",1894
